UNITID,OPEID,INSTNM,CITY,Year,UGDS,MAIN,NUMBRANCH,HIGHDEG,REGION,LOCALE,CCSIZSET,PCTPELL,AVGFACSAL,PFTFAC,BOOKSUPPLY,ROOMBOARD_ON,ROOMBOARD_OFF,OTHEREXPENSE_ON,OTHEREXPENSE_OFF,ADMCON7,UGDS_WOMEN,UGDS_MEN,ADM_RATE,SAT_AVG,ACTCMMID,RET_FT4,C150_4,TUITIONFEE_IN,TUITIONFEE_OUT,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,OPENADMP,UGDS_delta,UGDS_WOMEN_delta,UGDS_MEN_delta,ADM_RATE_delta,SAT_AVG_delta,ACTCMMID_delta,RET_FT4_delta,C150_4_delta,TUITIONFEE_IN_delta,TUITIONFEE_OUT_delta,UGDS_WHITE_delta,UGDS_BLACK_delta,UGDS_HISP_delta,UGDS_ASIAN_delta,won_One_year_ago,lost_One_year_ago,tied_One_year_ago,games_One_year_ago,won_Two_years_ago,lost_Two_years_ago,tied_Two_years_ago,games_Two_years_ago,won_Three_years_ago,lost_Three_years_ago,tied_Three_years_ago,games_Three_years_ago,won_Four_years_ago,lost_Four_years_ago,tied_Four_years_ago,games_Four_years_ago,won_Five_years_ago,lost_Five_years_ago,tied_Five_years_ago,games_Five_years_ago,won_Six_years_ago,lost_Six_years_ago,tied_Six_years_ago,games_Six_years_ago,won_Seven_years_ago,lost_Seven_years_ago,tied_Seven_years_ago,games_Seven_years_ago,won_Eight_years_ago,lost_Eight_years_ago,tied_Eight_years_ago,games_Eight_years_ago,won_Nine_years_ago,lost_Nine_years_ago,tied_Nine_years_ago,games_Nine_years_ago,won_Ten_years_ago,lost_Ten_years_ago,tied_Ten_years_ago,games_Ten_years_ago,won_Eleven_year_ago,lost_Eleven_year_ago,tied_Eleven_year_ago,games_Eleven_year_ago,won_Twelve_years_ago,lost_Twelve_years_ago,tied_Twelve_years_ago,games_Twelve_years_ago,won_Thirteen_years_ago,lost_Thirteen_years_ago,tied_Thirteen_years_ago,games_Thirteen_years_ago,won_Fourteen_years_ago,lost_Fourteen_years_ago,tied_Fourteen_years_ago,games_Fourteen_years_ago,won_Fifteen_years_ago,lost_Fifteen_years_ago,tied_Fifteen_years_ago,games_Fifteen_years_ago,won_Sixteen_years_ago,lost_Sixteen_years_ago,tied_Sixteen_years_ago,games_Sixteen_years_ago,won_Seventeen_years_ago,lost_Seventeen_years_ago,tied_Seventeen_years_ago,games_Seventeen_years_ago,won_Eighteen_years_ago,lost_Eighteen_years_ago,tied_Eighteen_years_ago,games_Eighteen_years_ago,won_Nineteen_years_ago,lost_Nineteen_years_ago,tied_Nineteen_years_ago,games_Nineteen_years_ago,won_Twenty_years_ago,lost_Twenty_years_ago,tied_Twenty_years_ago,games_Twenty_years_ago
190150,00270700,Columbia University in the City of New York,New York,2021,8833.0,1,1,4,2,11,13,0.2332,19986.0,0.4533,1342.0,15450.0,20565.0,2262.0,5445.0,5,0.4937,0.5063,0.0413,1528.0,35.0,0.9878,0.9531,63530.0,63530.0,0.3289,0.0743,0.1481,0.1854,2,0.08406971035837008,0.004067520846044337,-0.003934684241589603,-0.3798798798798799,0.007251153592616966,0.02941176470588225,0.036842657709667215,-0.015392561983471054,0.030143827731024198,0.030143827731024198,0.005195599022004949,0.06142857142857139,0.020675396278428737,0.08866705813270692,3,7,0,10,6,4,0,10,8,2,0,10,3,7,0,10,2,8,0,10,0,10,0,10,0,10,0,10,3,7,0,10,1,9,0,10,4,6,0,10,4,6,0,10,2,8,0,10,1,9,0,10,5,5,0,10,2,8,0,10,1,9,0,10,4,6,0,10,1,9,0,10,3,7,0,10,3,7,0,10
190415,00271100,Cornell University,Ithaca,2021,15451.0,1,2,4,2,13,13,0.1737,15761.0,0.9206,1000.0,16396.0,16396.0,1876.0,1876.0,5,0.539,0.461,0.0869,1510.0,34.0,0.9738,0.9414,61015.0,61015.0,0.3408,0.0731,0.1479,0.2168,2,0.04816498202292929,-0.0020366598778004397,0.002391824309632584,-0.18860877684407096,0.020270270270270174,0.0,0.016811109950924052,-0.012793624161073769,0.029233156776087066,0.029233156776087066,-0.01899827288428324,0.019525801952580135,0.010245901639344357,0.0408065290446471,4,6,0,10,3,7,0,10,3,7,0,10,4,6,0,10,1,9,0,10,1,9,0,10,3,7,0,10,4,6,0,10,5,5,0,10,2,8,0,10,2,8,0,10,4,6,0,10,5,5,0,10,5,5,0,10,6,4,0,10,4,6,0,10,1,9,0,10,4,6,0,10,2,7,0,9,5,5,0,10
191241,00272200,Fordham University,Bronx,2021,9669.0,1,1,4,2,11,13,0.1921,14594.0,1.0,1040.0,21035.0,12438.0,2950.0,2920.0,5,0.5895,0.4105,0.583,1402.0,32.0,0.8812,0.8316,56161.0,56161.0,0.5255,0.0512,0.1732,0.1291,2,0.06264424662050772,0.03803486529318545,-0.04998842860448971,0.10984199505044723,0.050974512743628075,0.06666666666666665,0.009855603942241498,-0.00012023566189733881,0.0,0.0,-0.04955688189546026,0.2704714640198511,0.06715958102279718,0.06694214876033056,4,8,0,12,2,9,0,11,4,7,0,11,8,3,0,11,9,3,0,12,11,3,0,14,12,2,0,14,6,5,0,11,1,10,0,11,5,6,0,11,5,6,0,11,5,6,0,11,8,4,0,12,3,8,0,11,2,9,0,11,5,6,0,11,9,3,0,12,10,3,0,13,7,4,0,11,3,8,0,11
193900,00278500,New York University,New York,2021,28556.0,1,1,4,2,11,13,0.1838,16088.0,0.9946,718.0,19682.0,19682.0,2846.0,2846.0,5,0.5822,0.4178,0.1296,1507.0,34.0,0.937,0.8687,56500.0,56500.0,0.2236,0.0836,0.1735,0.195,2,0.04692770200909213,0.016055846422338815,-0.021545667447306793,-0.38549075391180654,0.033607681755829955,0.030303030303030276,0.03972481136262762,-0.010366826156299802,0.029518950437317892,0.029518950437317892,-0.023154215814766288,-0.012987012987012991,0.047705314009661715,0.0020554984583762703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196088,00283700,University at Buffalo,Buffalo,2021,21303.0,1,1,4,2,21,13,0.3172,11018.0,0.6605,1202.0,15452.0,15452.0,2804.0,2804.0,5,0.4576,0.5424,0.7009,1276.0,28.0,0.8332,0.7378,10782.0,28702.0,0.4643,0.0847,0.0789,0.1646,2,-0.03427172582619342,0.016211414612480546,-0.013279970893214421,0.046900672143390665,0.0373983739837398,0.07692307692307687,-0.04163791120312843,-0.017707362534948756,0.02432072962188858,0.01794580791601641,-0.010232359837987648,0.0011820330969267712,0.011538461538461497,0.037177063642091834,8,5,0,13,10,4,0,14,6,6,0,12,2,10,0,12,5,7,0,12,5,6,0,11,8,5,0,13,4,8,0,12,3,9,0,12,2,10,0,12,5,7,0,12,8,6,0,14,5,7,0,12,2,10,0,12,1,10,0,11,2,9,0,11,1,11,0,12,1,11,0,12,3,8,0,11,2,9,0,11
196413,00288200,Syracuse University,Syracuse,2021,14515.0,1,1,4,2,12,13,0.1692,12287.0,0.691,1582.0,16895.0,16895.0,1828.0,1828.0,5,0.5472,0.4528,0.5919,1328.0,30.0,0.9048,0.8245,57591.0,57591.0,0.5445,0.0691,0.1086,0.0705,2,0.01845355037889429,0.01691135476677208,-0.019701234033340564,-0.13867869615832373,0.09752066115702474,0.11111111111111116,0.019492957746479078,-0.008776148112527027,0.029771483746379168,0.029771483746379168,-0.008377344745947979,0.007288629737609353,0.061583577712609916,0.05697151424287861,5,7,0,12,10,3,0,13,4,8,0,12,4,8,0,12,4,8,0,12,3,9,0,12,7,6,0,13,8,5,0,13,5,7,0,12,8,5,0,13,4,8,0,12,3,9,0,12,2,10,0,12,4,8,0,12,1,10,0,11,6,6,0,12,6,6,0,12,4,8,0,12,10,3,0,13,6,5,0,11
197869,00290600,Appalachian State University,Boone,2021,18486.0,1,1,4,5,32,13,0.2832,8058.0,0.7725,800.0,9681.0,10382.0,2908.0,3628.0,5,0.5675,0.4325,0.8469,1255.0,27.0,0.8619,0.7274,7410.0,23017.0,0.8095,0.0326,0.0826,0.0175,2,0.02757087270705938,-0.0083872095055042,0.011222819733458067,0.06514903785687332,0.06265876375952573,0.08000000000000007,-0.0032381172661039015,0.0006878525244189415,0.0,0.03600846198856722,-0.0047946889599213005,-0.08169014084507042,0.048223350253807196,0.0869565217391306,13,1,0,14,11,2,0,13,9,4,0,13,10,3,0,13,11,2,0,13,7,5,0,12,4,8,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198464,00292300,East Carolina University,Greenville,2021,21231.0,1,1,4,5,13,13,0.3189,8593.0,0.7681,1546.0,10450.0,10450.0,3922.0,3922.0,3,0.5783,0.4217,0.9389,1035.5,22.0,0.8092,0.6578,7297.0,23574.0,0.6441,0.1649,0.0894,0.026,2,-0.024579619590186508,0.010131004366812357,-0.013567251461988228,0.06790263876251146,-0.0586363636363636,0.0,-0.030433740714114532,0.008740990645606628,0.008012156375190038,0.002466405851335285,-0.012722256284487976,0.036455059710873705,0.07322929171668657,0.03174603174603163,4,8,0,12,3,9,0,12,3,9,0,12,3,9,0,12,5,7,0,12,8,5,0,13,10,3,0,13,8,5,0,13,5,7,0,12,6,7,0,13,9,5,0,14,9,5,0,14,8,5,0,13,7,6,0,13,5,6,0,11,2,9,0,11,1,11,0,12,4,8,0,12,6,6,0,12,8,4,0,12
199120,00297400,University of North Carolina at Chapel Hill,Chapel Hill,2021,19722.0,1,1,4,5,13,13,0.2259,12654.0,0.7489,1002.0,11882.0,11882.0,2858.0,2858.0,5,0.6037,0.3963,0.204,1214.0,25.0,0.9652,0.919,9028.0,36891.0,0.5552,0.0856,0.0969,0.1265,2,0.023934375162244947,0.007678183942580574,-0.011474183088051815,-0.18400000000000005,-0.12849964106245515,-0.19354838709677424,0.014611584148007895,0.01278377782675788,0.005345211581291753,0.020243922674852755,-0.023223082336382816,0.01301775147928974,0.03415154749199556,0.031810766721044104,7,6,0,13,2,9,0,11,3,9,0,12,8,5,0,13,11,3,0,14,6,7,0,13,7,6,0,13,8,4,0,12,7,6,0,13,8,5,0,13,0,5,0,5,0,5,0,5,4,8,0,12,3,9,0,12,5,6,0,11,6,6,0,12,2,10,0,12,3,9,0,12,8,5,0,13,6,5,0,11
199193,00297200,North Carolina State University at Raleigh,Raleigh,2021,24999.0,1,1,4,5,11,13,0.1919,11053.0,0.8764,1094.0,11957.0,11957.0,2804.0,2804.0,5,0.4942,0.5058,0.4748,1361.0,30.0,0.9425,0.8436,9131.0,29916.0,0.6837,0.0587,0.0738,0.0837,2,0.013294961695918373,0.022764900662251453,-0.021284829721362253,0.027260926006057895,0.013402829486224954,0.0,0.007267286523458427,0.005482717520858271,0.003296341061421737,0.023819301848049257,-0.0016063084112148962,0.00859106529209619,0.09985096870342769,0.05949367088607582,4,8,0,12,9,4,0,13,9,4,0,13,7,6,0,13,7,6,0,13,8,5,0,13,3,9,0,12,7,6,0,13,8,5,0,13,9,4,0,13,5,7,0,12,6,7,0,13,5,7,0,12,3,9,0,12,7,5,0,12,5,6,0,11,8,5,0,13,11,3,0,14,7,5,0,12,8,4,0,12
201441,00301800,Bowling Green State University-Main Campus,Bowling Green,2021,12779.0,1,2,4,3,13,13,0.2353,9779.0,0.7142,690.0,11974.0,7794.0,3238.0,4644.0,5,0.5626,0.4374,0.7873,1131.0,23.0,0.7825,0.6248,13061.0,21049.0,0.7998,0.0732,0.0448,0.012,2,-0.042197571578474036,0.003388621366149369,-0.0043250625995903125,0.045551128818061004,-0.009632224168126147,0.0,-0.01398689516129037,0.005633349428617596,0.12857513177222857,0.07601472242102036,0.005152695739600421,-0.05058365758754868,0.04428904428904423,-0.008264462809917328,3,9,0,12,3,9,0,12,2,10,0,12,4,8,0,12,10,4,0,14,8,6,0,14,10,4,0,14,8,5,0,13,5,7,0,12,2,10,0,12,7,6,0,13,6,6,0,12,8,5,0,13,4,8,0,12,6,5,0,11,9,3,0,12,11,3,0,14,9,3,0,12,8,3,0,11,2,9,0,11
201885,00312500,University of Cincinnati-Main Campus,Cincinnati,2021,27188.0,1,3,4,3,11,13,0.1732,10580.0,0.5974,1200.0,12288.0,12288.0,2938.0,4334.0,5,0.5026,0.4974,0.8483,1267.0,27.0,0.8654,0.7298,12598.0,27932.0,0.7199,0.071,0.0383,0.0512,2,-0.0015424164524421302,0.008022462896109195,-0.007977662544874198,0.11034031413612566,0.017670682730923648,0.03846153846153855,-0.018820861678004563,0.0023348441148194343,0.03789751194595481,0.016744321490972602,-0.022937024972855657,0.08728943338437967,0.06388888888888888,0.08245243128964064,11,3,0,14,11,2,0,13,4,8,0,12,4,8,0,12,7,6,0,13,9,4,0,13,9,4,0,13,10,3,0,13,10,3,0,13,4,8,0,12,12,1,0,13,11,3,0,14,10,3,0,13,8,5,0,13,4,7,0,11,7,5,0,12,5,7,0,12,7,7,0,14,7,5,0,12,7,5,0,12
202480,00312700,University of Dayton,Dayton,2021,8555.0,1,1,4,3,12,13,0.1459,9041.0,0.6537,1000.0,14870.0,14870.0,1750.0,1750.0,5,0.4771,0.5229,0.8063,1246.0,26.0,0.8807,0.7979,44890.0,44890.0,0.7909,0.0489,0.0698,0.0159,2,-0.003958551635813268,-0.01750411861614487,0.016524105754276874,-0.005917889286154665,0.010543390105433925,0.0,-0.030919894366197243,-0.013476755687438113,0.0,0.0,-0.014823119083208658,0.10884353741496589,0.055975794251134525,0.06000000000000005,8,3,0,11,6,5,0,11,5,6,0,11,9,2,0,11,10,2,0,12,8,3,0,11,7,4,0,11,6,5,0,11,6,5,0,11,10,1,0,11,9,2,0,11,9,3,0,12,11,1,0,12,4,6,0,10,9,1,0,10,7,3,0,10,9,2,0,11,11,1,0,12,9,1,0,10,8,3,0,11
203517,00305100,Kent State University at Kent,Kent,2021,20136.0,1,8,4,3,21,13,0.2756,9605.0,0.5538,1200.0,12446.0,8882.0,4020.0,5938.0,5,0.6238,0.3762,0.8731,1117.0,22.0,0.8072,0.6766,11934.0,20810.0,0.7515,0.0894,0.0415,0.0198,2,-0.0269643374891273,0.0090585571012618,-0.014667365112624342,0.03411109795096512,-0.02103418054338302,-0.04347826086956519,-0.011995104039167592,0.04140372479605969,0.08402216368425841,0.04651747548403318,0.003873897942826554,-0.019736842105263275,-0.021226415094339535,0.015384615384615552,7,6,0,13,2,10,0,12,2,10,0,12,3,9,0,12,3,9,0,12,2,9,0,11,4,8,0,12,11,3,0,14,5,7,0,12,5,7,0,12,5,7,0,12,4,8,0,12,3,9,0,12,6,6,0,12,1,10,0,11,5,6,0,11,5,7,0,12,3,9,0,12,6,5,0,11,1,10,0,11
204024,00307700,Miami University-Oxford,Oxford,2021,16868.0,1,3,4,3,31,13,0.1166,10459.0,1.0,1240.0,15080.0,15080.0,2618.0,2618.0,5,0.5118,0.4882,0.886,1280.0,27.0,0.8921,0.83,16704.0,37379.0,0.7867,0.0324,0.0502,0.0257,2,0.0274089414057741,0.007678676904902648,-0.007925218451534155,-0.036432843936922255,0.0,0.0,0.00904875014138673,0.017281529599215695,0.02964926339148133,0.019890859481582535,0.04530959340951357,-0.10249307479224379,-0.06864564007421159,0.01984126984126977,8,6,0,14,6,6,0,12,5,7,0,12,6,7,0,13,3,9,0,12,2,10,0,12,0,12,0,12,4,8,0,12,4,8,0,12,10,4,0,14,1,11,0,12,2,10,0,12,6,7,0,13,2,10,0,12,7,4,0,11,8,5,0,13,13,1,0,14,7,5,0,12,7,5,0,12,6,5,0,11
204796,00309000,Ohio State University-Main Campus,Columbus,2021,45986.0,1,6,4,3,11,13,0.1999,13133.0,0.6339,1012.0,13392.0,11952.0,2682.0,2896.0,5,0.4977,0.5023,0.5718,1345.0,29.0,0.9396,0.8799,11936.0,35019.0,0.6459,0.0763,0.0519,0.0847,2,0.002703763464305897,0.007082152974504208,-0.0069197311190194455,-0.16513359614542267,0.005983545250560995,0.0,0.001598976654940687,0.011030679076180716,0.0362910227470048,0.04528087875350728,-0.018538216076584124,0.0656424581005588,0.025691699604743157,0.0748730964467006,13,1,0,14,13,1,0,14,12,2,0,14,11,2,0,13,12,1,0,13,14,1,0,15,12,2,0,14,12,0,0,12,6,7,0,13,0,1,0,1,11,2,0,13,10,3,0,13,11,2,0,13,12,1,0,13,10,2,0,12,8,4,0,12,11,2,0,13,14,0,0,14,7,5,0,12,8,4,0,12
204857,00310000,Ohio University-Main Campus,Athens,2021,17899.0,1,6,4,3,12,13,0.2166,9297.0,0.7556,918.0,11862.0,11862.0,2996.0,2996.0,5,0.6033,0.3967,0.8855,1200.0,25.0,0.8131,0.6689,12840.0,22810.0,0.8059,0.0613,0.0433,0.0166,2,-0.04548848122866889,-0.0070770243581305126,0.010958205912334318,0.01211567036232708,0.029159519725557415,0.04166666666666674,-0.00024591171769328124,0.01164549304295237,0.01807802093244537,0.018030884584486317,-0.005920809177254238,0.04074702886247872,0.0879396984924623,0.07096774193548394,7,6,0,13,9,4,0,13,9,4,0,13,8,6,0,14,8,5,0,13,6,6,0,12,7,6,0,13,9,4,0,13,10,4,0,14,8,5,0,13,9,5,0,14,4,8,0,12,6,6,0,12,9,5,0,14,4,7,0,11,4,7,0,11,2,10,0,12,4,8,0,12,1,10,0,11,7,4,0,11
206084,00313100,University of Toledo,Toledo,2021,12016.0,1,1,4,3,11,13,0.2696,9836.0,0.6963,1240.0,12908.0,7838.0,3869.0,5087.0,5,0.5094,0.4906,0.9652,1192.0,25.0,0.7457,0.5532,11490.0,20850.0,0.6836,0.0989,0.0547,0.0275,2,-0.09004165088981442,0.02515596699537115,-0.024845955078513282,0.019433882551753268,0.05022026431718052,0.08695652173913038,-0.04921586127757227,0.05271170313986695,0.0368164591229021,0.019958908130319974,-0.010709117221418207,0.017489711934156382,0.003669724770642091,0.13636363636363646,6,6,0,12,7,6,0,13,11,3,0,14,9,4,0,13,10,2,0,12,9,4,0,13,7,5,0,12,9,4,0,13,9,4,0,13,8,5,0,13,5,7,0,12,3,9,0,12,5,7,0,12,5,7,0,12,9,3,0,12,9,4,0,13,8,4,0,12,9,5,0,14,10,2,0,12,10,1,0,11
206622,00314400,Xavier University,Cincinnati,2021,5125.0,1,1,4,3,11,13,0.1353,8860.0,0.5112,1300.0,13580.0,13580.0,3200.0,3200.0,5,0.5655,0.4345,0.8402,1211.0,25.0,0.8327,0.7515,42460.0,42460.0,0.7479,0.1026,0.0607,0.0295,2,-0.023809523809523836,-0.0003535442814212031,0.0004605111673956497,0.03447426742181725,0.01085141903171949,0.0,-0.01931456836650569,0.0932499272621472,0.0,0.0,-0.0051875498802873565,0.03427419354838701,0.08781362007168458,-0.07812500000000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207388,00317000,Oklahoma State University-Main Campus,Stillwater,2021,19841.0,1,1,4,6,32,13,0.2703,9425.0,0.884,1140.0,9646.0,9646.0,4740.0,4740.0,5,0.519,0.481,0.6837,1166.0,24.0,0.8319,0.6551,9244.0,24764.0,0.6766,0.0436,0.0886,0.0206,2,0.0029825093519360024,0.0248815165876779,-0.025526742301458683,0.019078849306900958,-0.016863406408094472,-0.040000000000000036,-0.019217165762791755,0.02760784313725506,0.024947333407251415,0.009169077794531244,-0.00382803297997647,0.028301886792452713,0.03143189755529674,0.030000000000000027,8,5,0,13,7,6,0,13,10,3,0,13,10,3,0,13,10,3,0,13,7,6,0,13,10,3,0,13,8,5,0,13,12,1,0,13,11,2,0,13,9,4,0,13,9,4,0,13,7,6,0,13,7,6,0,13,4,7,0,11,7,5,0,12,9,4,0,13,8,5,0,13,4,7,0,11,3,8,0,11
207500,00318400,University of Oklahoma-Norman Campus,Norman,2021,20800.0,1,2,4,6,22,13,0.2286,10247.0,0.8649,800.0,11700.0,11700.0,6781.0,6781.0,5,0.5124,0.4876,0.8523,1249.0,26.0,0.885,0.7575,12012.0,27816.0,0.5898,0.0468,0.1253,0.0694,2,-0.01361028121591501,0.006482027106658794,-0.006722346710124283,0.02218757495802337,0.012976480129764711,0.0,0.015607069084232261,0.05076987099459007,0.02772073921971252,0.027596143189626554,-0.017163806032327922,0.026315789473684292,0.09815950920245409,-0.00998573466476449,12,2,0,14,12,2,0,14,12,2,0,14,11,2,0,13,11,2,0,13,8,5,0,13,11,2,0,13,10,3,0,13,10,3,0,13,12,2,0,14,8,5,0,13,12,2,0,14,11,3,0,14,11,3,0,14,8,4,0,12,12,1,0,13,12,2,0,14,12,2,0,14,11,2,0,13,13,0,0,13
207971,00318500,University of Tulsa,Tulsa,2021,2698.0,1,1,4,6,11,13,0.2076,11072.0,0.7741,1200.0,12422.0,11963.0,6970.0,6970.0,5,0.4941,0.5059,0.7524,1231.0,26.0,0.8219,0.7341,45673.0,45673.0,0.5148,0.0815,0.1049,0.0645,2,-0.07125645438898454,0.03411469233989117,-0.031214094216775123,0.08696908407974568,-0.01912350597609558,-0.03703703703703709,-0.018744030563514813,0.011993382961124732,0.03837671933613729,0.03837671933613729,-0.03196690485144793,0.10135135135135154,0.13282937365010783,0.018957345971564177,4,8,0,12,3,9,0,12,2,10,0,12,10,3,0,13,6,7,0,13,2,10,0,12,3,9,0,12,11,3,0,14,8,5,0,13,10,3,0,13,5,7,0,12,11,3,0,14,10,4,0,14,8,5,0,13,9,4,0,13,4,8,0,12,8,5,0,13,1,11,0,12,1,10,0,11,5,7,0,12
209542,00321000,Oregon State University,Corvallis,2021,27038.0,1,2,4,8,13,13,0.2281,10714.0,0.7156,600.0,13860.0,13860.0,2754.0,2745.0,5,0.4788,0.5212,0.8921,1232.0,25.0,0.8675,0.6818,12188.0,31579.0,0.6311,0.017,0.1195,0.0811,2,0.0380067567567568,0.007575757575757569,-0.006859756097561065,0.08514779223938684,0.023255813953488413,0.0,0.026020106445890034,-0.016445470282746788,0.027829313543599188,0.0035592843296150534,0.01511983271674433,0.05590062111801242,0.016156462585034115,0.04645161290322597,5,7,0,12,2,10,0,12,1,11,0,12,4,8,0,12,2,10,0,12,5,7,0,12,7,6,0,13,9,4,0,13,3,9,0,12,5,7,0,12,8,5,0,13,9,4,0,13,9,4,0,13,10,4,0,14,5,6,0,11,7,5,0,12,8,5,0,13,8,5,0,13,5,6,0,11,11,1,0,12
211291,00323800,Bucknell University,Lewisburg,2021,3714.0,1,1,4,2,32,13,0.1031,11800.0,0.9634,900.0,14874.0,14874.0,2164.0,2164.0,5,0.5277,0.4723,0.345,1387.0,31.0,0.9075,0.8795,59802.0,59802.0,0.755,0.0404,0.07,0.0482,2,0.008143322475570036,0.010338885697874778,-0.01130416579443172,-0.08073541167066356,0.02512934220251295,0.03333333333333344,-0.0157266811279827,0.0011383039271486428,0.02749046424521495,0.02749046424521495,0.006264161002265789,0.02020202020202011,0.044776119402985204,0.004166666666666652,3,8,0,11,1,10,0,11,5,6,0,11,4,7,0,11,4,7,0,11,8,3,0,11,6,5,0,11,3,8,0,11,6,5,0,11,1,10,0,11,4,7,0,11,5,6,0,11,3,8,0,11,6,5,0,11,1,10,0,11,7,4,0,11,6,6,0,12,2,9,0,11,6,4,0,10,6,5,0,11
211440,00324200,Carnegie Mellon University,Pittsburgh,2021,6880.0,1,1,4,2,11,13,0.1486,12634.0,0.9233,1000.0,16150.0,14340.0,1400.0,1400.0,5,0.4984,0.5016,0.1354,1520.0,34.0,0.9736,0.9277,58924.0,58924.0,0.2334,0.0392,0.098,0.3371,2,0.05214864658204621,0.002413515687851975,-0.0023866348448686736,-0.2159814707585408,0.004626569729015095,0.0,0.018303524735906462,-0.007382837577573298,0.0019384458425437678,0.0019384458425437678,-0.06038647342995174,0.010309278350515427,0.056034482758620774,-0.03271162123385929,8,3,0,11,6,4,0,10,7,4,0,11,7,4,0,11,8,3,0,11,4,6,0,10,3,7,0,10,6,5,0,11,5,5,0,10,4,6,0,10,5,5,0,10,5,5,0,10,7,4,0,11,11,1,0,12,5,5,0,10,6,4,0,10,7,3,0,10,5,5,0,10,7,2,0,9,5,4,0,9
212106,00325800,Duquesne University,Pittsburgh,2021,5071.0,1,1,4,2,11,13,0.1728,9283.0,0.4911,1400.0,14144.0,14144.0,2200.0,2200.0,5,0.6358,0.3642,0.8426,1235.0,27.0,0.8427,0.7833,43526.0,43526.0,0.8109,0.0501,0.044,0.0347,2,-0.05620696072957376,-0.010889856876166726,0.019596864501679745,0.09159217515222173,0.023198011599005808,0.03846153846153855,-0.015767344078486234,-0.012730022687169162,0.03900506063210152,0.03900506063210152,0.008080556936847172,-0.06529850746268662,-0.049676025917926636,-0.05449591280653954,6,5,0,11,9,4,0,13,7,4,0,11,8,3,0,11,8,4,0,12,6,6,0,12,7,4,0,11,5,6,0,11,9,2,0,11,5,4,0,9,3,8,0,11,3,7,0,10,6,4,0,10,7,3,0,10,7,3,0,10,7,3,0,10,8,3,0,11,11,1,0,12,8,3,0,11,10,1,0,11
215062,00337800,University of Pennsylvania,Philadelphia,2021,10644.0,1,1,4,2,11,13,0.138,19151.0,0.7818,1358.0,17304.0,14502.0,2926.0,2926.0,5,0.5495,0.4505,0.0587,1523.0,34.0,0.9768,0.9622,61710.0,61710.0,0.3499,0.0804,0.103,0.2537,2,0.013038926429999043,0.0014579916165482487,-0.0017726567693329143,-0.346325167037862,0.0039551746868820015,0.0,0.028318770396883908,0.007117437722419906,0.027780553612471337,0.027780553612471337,-0.06293519014461713,0.021601016518424387,0.007827788649706457,0.06417785234899331,5,5,0,10,6,4,0,10,6,4,0,10,7,3,0,10,7,3,0,10,2,8,0,10,4,6,0,10,6,4,0,10,5,5,0,10,9,1,0,10,8,2,0,10,6,4,0,10,4,6,0,10,5,5,0,10,5,5,0,10,8,2,0,10,10,0,0,10,9,1,0,10,8,1,0,9,7,3,0,10
215293,00337900,University of Pittsburgh-Pittsburgh Campus,Pittsburgh,2021,19961.0,1,5,4,2,11,13,0.1317,10969.0,0.7524,716.0,11820.0,11814.0,3502.0,3502.0,5,0.5567,0.4433,0.6668,1370.0,31.0,0.9339,0.8428,20362.0,35394.0,0.6408,0.054,0.0637,0.1347,2,0.0421321917093036,0.0309259259259258,-0.036304347826086936,0.04383218534752653,0.017830609212481363,0.03333333333333344,-0.0004281280102751417,0.008858032080440559,0.03475963004370364,0.05008010443244526,-0.036680697534576034,0.018867924528301883,0.12147887323943674,0.12156536219816805,8,5,0,13,7,7,0,14,5,7,0,12,8,5,0,13,8,5,0,13,6,7,0,13,7,6,0,13,6,7,0,13,6,7,0,13,8,5,0,13,10,3,0,13,9,4,0,13,5,7,0,12,6,6,0,12,5,6,0,11,8,4,0,12,8,5,0,13,9,4,0,13,7,5,0,12,7,5,0,12
216597,00338800,Villanova University,Villanova,2021,7000.0,1,1,4,2,21,13,0.111,11600.0,0.6512,1100.0,15386.0,15386.0,2300.0,2300.0,5,0.5433,0.4567,0.2524,1437.0,33.0,0.9563,0.9129,59020.0,59020.0,0.705,0.0551,0.0987,0.067,2,0.002865329512893977,0.019898629622677078,-0.022683500962978775,-0.1767775603392041,0.02204836415362732,0.03125,-0.003542773783474007,-0.009869848156182193,0.02714932126696823,0.02714932126696823,-0.0269151138716357,0.10420841683366744,0.08105147864183992,0.046875,9,4,0,13,5,6,0,11,5,6,0,11,9,4,0,13,6,5,0,11,11,3,0,14,6,5,0,11,8,4,0,12,2,9,0,11,9,5,0,14,14,1,0,15,10,3,0,13,7,4,0,11,6,5,0,11,4,7,0,11,6,5,0,11,7,4,0,11,11,4,0,15,8,3,0,11,5,6,0,11
