UNITID,OPEID,INSTNM,CITY,Year,UGDS,MAIN,NUMBRANCH,HIGHDEG,REGION,LOCALE,CCSIZSET,PCTPELL,AVGFACSAL,PFTFAC,BOOKSUPPLY,ROOMBOARD_ON,ROOMBOARD_OFF,OTHEREXPENSE_ON,OTHEREXPENSE_OFF,ADMCON7,UGDS_WOMEN,UGDS_MEN,ADM_RATE,SAT_AVG,ACTCMMID,RET_FT4,C150_4,TUITIONFEE_IN,TUITIONFEE_OUT,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,OPENADMP,UGDS_delta,UGDS_WOMEN_delta,UGDS_MEN_delta,ADM_RATE_delta,SAT_AVG_delta,ACTCMMID_delta,RET_FT4_delta,C150_4_delta,TUITIONFEE_IN_delta,TUITIONFEE_OUT_delta,UGDS_WHITE_delta,UGDS_BLACK_delta,UGDS_HISP_delta,UGDS_ASIAN_delta,won_One_year_ago,lost_One_year_ago,tied_One_year_ago,games_One_year_ago,won_Two_years_ago,lost_Two_years_ago,tied_Two_years_ago,games_Two_years_ago,won_Three_years_ago,lost_Three_years_ago,tied_Three_years_ago,games_Three_years_ago,won_Four_years_ago,lost_Four_years_ago,tied_Four_years_ago,games_Four_years_ago,won_Five_years_ago,lost_Five_years_ago,tied_Five_years_ago,games_Five_years_ago,won_Six_years_ago,lost_Six_years_ago,tied_Six_years_ago,games_Six_years_ago,won_Seven_years_ago,lost_Seven_years_ago,tied_Seven_years_ago,games_Seven_years_ago,won_Eight_years_ago,lost_Eight_years_ago,tied_Eight_years_ago,games_Eight_years_ago,won_Nine_years_ago,lost_Nine_years_ago,tied_Nine_years_ago,games_Nine_years_ago,won_Ten_years_ago,lost_Ten_years_ago,tied_Ten_years_ago,games_Ten_years_ago,won_Eleven_year_ago,lost_Eleven_year_ago,tied_Eleven_year_ago,games_Eleven_year_ago,won_Twelve_years_ago,lost_Twelve_years_ago,tied_Twelve_years_ago,games_Twelve_years_ago,won_Thirteen_years_ago,lost_Thirteen_years_ago,tied_Thirteen_years_ago,games_Thirteen_years_ago,won_Fourteen_years_ago,lost_Fourteen_years_ago,tied_Fourteen_years_ago,games_Fourteen_years_ago,won_Fifteen_years_ago,lost_Fifteen_years_ago,tied_Fifteen_years_ago,games_Fifteen_years_ago,won_Sixteen_years_ago,lost_Sixteen_years_ago,tied_Sixteen_years_ago,games_Sixteen_years_ago,won_Seventeen_years_ago,lost_Seventeen_years_ago,tied_Seventeen_years_ago,games_Seventeen_years_ago,won_Eighteen_years_ago,lost_Eighteen_years_ago,tied_Eighteen_years_ago,games_Eighteen_years_ago,won_Nineteen_years_ago,lost_Nineteen_years_ago,tied_Nineteen_years_ago,games_Nineteen_years_ago,won_Twenty_years_ago,lost_Twenty_years_ago,tied_Twenty_years_ago,games_Twenty_years_ago
229115,00364400,Texas Tech University,Lubbock,2011,26004.0,1,1,4,6,11,13,0.2797,7978.0,0.8413,1200.0,8283.0,2650.0,3890.0,3246.0,1,0.4472,0.5528,0.6628,1113.0,25.0,0.8203,0.6142,7380.0,14892.0,0.675,0.0535,0.1779,0.0263,2,0.02341689952379089,0.00516970105641712,-0.0041433975860206695,-0.07546380248291262,0.005420054200542035,0.0,0.0031796502384737746,-0.018222506393862026,0.05882352941176472,0.033448993754337186,-0.03750178240410662,0.08739837398373984,0.1001855287569573,0.023346303501945442,9,4,0,13,11,2,0,13,9,4,0,13,8,5,0,13,9,3,0,12,8,4,0,12,8,5,0,13,9,5,0,14,7,5,0,12,7,6,0,13,6,5,0,11,7,5,0,12,6,5,0,11,7,5,0,12,9,3,0,12,6,6,0,12,6,6,0,12,5,6,0,11,6,5,0,11,4,7,0,11
230038,00367000,Brigham Young University,Provo,2011,30684.0,1,1,4,7,12,13,0.356,10400.0,0.7157,900.0,7228.0,7228.0,3900.0,3900.0,1,0.4908,0.5092,0.6278,1263.0,28.0,0.8668,0.7755,4560.0,4560.0,0.8383,0.0034,0.0472,0.0187,2,0.00904337531651822,0.007182433819002743,-0.006826604251999324,-0.02409451266905016,-0.0007911392405063333,0.0,0.023860146468225762,-0.0067879098360656975,0.03167420814479649,0.03167420814479649,-0.003328973962667847,0.0,0.03056768558951961,0.08092485549132955,11,2,0,13,10,3,0,13,11,2,0,13,11,2,0,13,6,6,0,12,5,6,0,11,4,8,0,12,5,7,0,12,12,2,0,14,6,6,0,12,8,4,0,12,9,5,0,14,6,5,0,11,14,1,0,15,7,4,0,11,10,3,0,13,6,6,0,12,8,5,0,13,8,3,2,13,10,3,0,13
230728,00367700,Utah State University,Logan,2011,19460.0,1,1,4,7,13,13,0.3501,7677.0,0.9723,1190.0,6350.0,6350.0,3660.0,3660.0,1,0.5371,0.4629,0.9733,1085.0,24.0,0.7169,0.5284,5560.0,15860.0,0.829,0.0106,0.0497,0.0106,2,0.3353461881561792,0.09522838499184338,-0.09164050235478816,-0.0036851264203090484,-0.017210144927536253,0.0,-0.0008362369337979736,-0.05117615370802653,0.07129094412331405,0.06873315363881405,-0.03705424555697534,0.07070707070707072,0.44057971014492736,-0.02752293577981646,4,8,0,12,3,9,0,12,2,10,0,12,1,11,0,12,3,8,0,11,3,8,0,11,3,9,0,12,4,7,0,11,3,8,0,11,5,6,0,11,4,7,0,11,3,8,0,11,6,6,0,12,6,5,0,11,4,7,0,11,3,8,0,11,7,5,0,12,5,6,0,11,5,6,0,11,5,5,1,11
230764,00367500,University of Utah,Salt Lake City,2011,23275.0,1,1,4,7,12,13,0.3092,9044.0,0.7328,1068.0,7248.0,9108.0,6904.0,6904.0,1,0.4441,0.5559,0.832,1110.0,24.0,0.8687,0.5533,6762.0,21388.0,0.7509,0.0137,0.0751,0.0481,2,0.045597484276729494,-0.001573741007194207,0.0012608069164263824,0.003982140702304848,0.0,0.0,0.016736891385767727,-0.01862362539907758,0.078125,0.07802419354838719,-0.028589909443725747,0.014814814814814836,0.17896389324960738,0.008385744234800763,10,3,0,13,13,0,0,13,9,4,0,13,8,5,0,13,7,5,0,12,12,0,0,12,10,2,0,12,5,6,0,11,8,4,0,12,4,7,0,11,9,3,0,12,7,4,0,11,6,5,0,11,8,4,0,12,7,4,0,11,10,2,0,12,7,6,0,13,6,6,0,12,7,5,0,12,4,7,0,11
232982,00372800,Old Dominion University,Norfolk,2011,18881.0,1,1,4,5,12,13,0.3273,8131.0,0.5987,1000.0,8796.0,8796.0,2875.0,2875.0,1,0.5351,0.4649,0.7533,1014.0,21.0,0.7982,0.5,7890.0,22230.0,0.5533,0.2347,0.0529,0.0399,2,0.02026369826002372,-0.0033525796237661165,0.0038868494925501373,0.0852903039907793,-0.023121387283236983,0.0,0.0026378595653813175,0.010101010101010166,0.26971355004827813,0.31026759401155246,-0.006642728904847517,0.03164835164835167,0.01147227533460815,-0.012376237623762387,9,2,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233374,00374400,University of Richmond,University of Richmond,2011,3245.0,1,1,4,5,12,13,0.1788,9834.0,0.623,1050.0,9250.0,9250.0,990.0,990.0,1,0.5513,0.4487,0.3271,1300.0,30.0,0.9425,0.8271,43170.0,43170.0,0.6179,0.0937,0.0518,0.045,2,-0.014277035236938018,-0.0028938325194428627,0.0035786177588905677,-0.00848742043043349,0.010101010101010166,0.034482758620689724,0.01072386058981234,-0.052468782220185695,0.03749098774333093,0.03749098774333093,-0.031808210592290775,0.10495283018867929,0.07916666666666661,-0.013157894736842146,11,2,0,13,13,3,0,16,11,3,0,14,6,5,0,11,8,3,0,11,3,8,0,11,2,9,0,11,4,7,0,11,3,8,0,11,10,3,0,13,5,6,0,11,9,3,0,12,6,5,0,11,2,9,0,11,7,3,1,11,3,8,0,11,5,6,0,11,7,4,0,11,2,9,0,11,5,6,0,11
235316,00377800,Gonzaga University,Spokane,2011,4796.0,1,1,4,8,12,13,0.201,8117.0,0.9568,1000.0,8540.0,9236.0,3087.0,3087.0,1,0.5346,0.4654,0.6462,1224.0,26.0,0.9088,0.8294,32222.0,32222.0,0.745,0.0123,0.0696,0.0361,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236939,00380000,Washington State University,Pullman,2011,22421.0,1,4,4,8,32,13,0.3049,8085.0,0.8355,936.0,9662.0,11083.0,3542.0,3542.0,1,0.5101,0.4899,0.8354,1066.0,23.0,0.8381,0.6676,10799.0,22077.0,0.7016,0.0269,0.0799,0.0517,2,0.049967219256345397,-0.009514563106796103,0.010103092783505296,0.20149575722709612,-0.018416206261510082,-0.04166666666666663,0.016741477617372214,-0.03176214648295872,0.13805458952471272,0.07530076469728697,-0.019700992035769138,0.14957264957264949,0.10972222222222228,-0.06678700361010825,1,11,0,12,2,11,0,13,5,7,0,12,6,6,0,12,4,7,0,11,5,6,0,11,10,3,0,13,10,3,0,13,10,2,0,12,4,7,0,11,3,9,0,12,3,8,0,11,10,2,0,12,5,6,0,11,3,8,0,11,8,4,0,12,5,6,0,11,9,3,0,12,4,7,0,11,3,8,0,11
236948,00379800,University of Washington-Seattle Campus,Seattle,2011,27890.0,1,3,4,8,11,13,0.2527,9979.0,0.7161,1035.0,9771.0,9771.0,2679.0,2679.0,1,0.5202,0.4798,0.5844,1225.0,27.0,0.9333,0.7956,10574.0,28058.0,0.4715,0.0335,0.0634,0.2707,2,0.008606972370895472,0.0059949719590020045,-0.006419548560778643,0.013527575442247697,0.006573541495480617,0.0,0.003980206540447506,-0.009955201592832252,0.21526261349270204,0.10774211378262066,-0.036181520850368076,-0.026162790697674354,0.034257748776509,-0.019202898550724767,5,7,0,12,0,12,0,12,4,9,0,13,5,7,0,12,2,9,0,11,1,10,0,11,6,6,0,12,7,6,0,13,8,4,0,12,11,1,0,12,7,5,0,12,6,6,0,12,8,4,0,12,9,3,0,12,7,4,1,12,7,4,0,11,7,4,0,11,9,3,0,12,12,0,0,12,10,2,0,12
237525,00381500,Marshall University,Huntington,2011,9506.0,1,1,4,5,13,13,0.4439,6450.0,0.6658,1100.0,8709.0,8110.0,2232.0,2832.0,1,0.5623,0.4377,0.8132,1009.0,22.0,0.7001,0.4452,5648.0,13480.0,0.8726,0.0594,0.0167,0.0087,2,0.009343809726056529,0.004645345720921901,-0.0059050647285942,-0.08885154061624645,-0.01560975609756099,0.0,-0.005257175333901687,-0.02304147465437789,0.06868495742667924,0.045285359801488845,-0.007055075102412323,0.011925042589437718,0.2014388489208634,-0.07446808510638303,7,6,0,13,4,8,0,12,3,9,0,12,5,7,0,12,4,7,0,11,6,6,0,12,8,4,0,12,11,2,0,13,11,2,0,13,8,5,0,13,13,0,0,13,12,1,0,13,10,3,0,13,15,0,0,15,9,2,0,11,10,1,0,11,11,4,0,15,12,3,0,15,11,4,0,15,6,5,0,11
238032,00382700,West Virginia University,Morgantown,2011,22189.0,1,3,4,5,13,13,0.2813,8427.0,0.7231,1140.0,8142.0,7200.0,1918.0,2458.0,1,0.4476,0.5524,0.8702,1067.0,24.0,0.7786,0.574,5674.0,17844.0,0.8577,0.0388,0.029,0.0154,2,0.016771296338725206,0.0,0.0,-0.0091095422455022,0.01041666666666674,0.04347826086956519,-0.027357901311680255,-0.031877213695395534,0.04957454679985207,0.049523585460534036,-0.014477766287486982,0.09604519774011311,0.102661596958175,0.07692307692307687,9,4,0,13,9,4,0,13,11,2,0,13,11,2,0,13,11,1,0,12,8,4,0,12,8,5,0,13,9,4,0,13,3,8,0,11,7,5,0,12,4,7,0,11,8,4,0,12,7,5,0,12,8,4,0,12,5,6,0,11,7,6,0,13,11,1,0,12,5,4,2,11,6,5,0,11,4,7,0,11
239105,00386300,Marquette University,Milwaukee,2011,8195.0,1,1,4,3,11,13,0.1885,8954.0,0.5594,960.0,10340.0,11300.0,2259.0,4380.0,1,0.5179,0.4821,0.5684,1198.0,27.0,0.8969,0.8141,31822.0,31822.0,0.7495,0.0482,0.0732,0.0375,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240444,00389500,University of Wisconsin-Madison,Madison,2011,28737.0,1,1,4,3,11,13,0.1631,9844.0,0.7721,1140.0,7724.0,8610.0,3920.0,3090.0,1,0.5153,0.4847,0.6647,1268.0,28.0,0.9392,0.8195,9665.0,25415.0,0.7814,0.0226,0.0436,0.0535,2,0.007432077125328673,0.0011657276083154589,-0.0012363486503194077,-0.00045112781954903536,0.0,0.0,-0.009491668424383093,-0.012412629549289012,0.07592118445953466,0.048776461849544095,-0.0005116398055770022,-0.06995884773662553,0.11508951406649603,-0.020146520146520186,10,3,0,13,7,6,0,13,9,4,0,13,12,1,0,13,10,3,0,13,9,3,0,12,7,6,0,13,8,6,0,14,5,7,0,12,9,4,0,13,10,2,0,12,11,1,0,12,8,5,0,13,8,5,0,13,4,5,2,11,8,3,1,12,10,1,1,12,5,6,0,11,5,6,0,11,1,10,0,11
240727,00393200,University of Wyoming,Laramie,2011,9993.0,1,1,4,7,33,13,0.2476,8233.0,0.9213,1200.0,8759.0,10178.5,3090.0,3040.0,1,0.5205,0.4795,0.9539,1104.0,24.0,0.7376,0.5318,4125.0,12855.0,0.811,0.0115,0.0532,0.011,2,0.010108157282927355,-0.0015346249760215258,0.0016711928138708476,-0.005318039624608972,0.0009066183136898776,0.0,0.0032644178454843686,0.003206942086398934,0.050420168067226934,0.050502574160333324,0.0034644889878743257,0.00877192982456143,0.14902807775377958,-0.03508771929824572,7,6,0,13,4,8,0,12,5,7,0,12,6,6,0,12,4,7,0,11,7,5,0,12,4,8,0,12,2,10,0,12,2,9,0,11,1,10,0,11,7,4,0,11,8,3,0,11,8,5,0,13,10,2,0,12,6,5,0,11,6,6,0,12,8,4,0,12,5,7,0,12,4,6,1,11,9,4,0,13
243780,00182500,Purdue University-Main Campus,West Lafayette,2011,31774.0,1,1,4,3,13,13,0.2233,9201.0,0.8635,1330.0,9510.0,9510.0,2430.0,2430.0,1,0.4166,0.5834,0.6836,1191.0,27.0,0.8994,0.6795,9478.0,27646.0,0.7033,0.0352,0.0336,0.0496,2,-0.005072645290581157,0.00433944069431047,-0.0030758714969241208,0.049915527568729745,0.01534526854219953,0.03846153846153855,0.01650090415913197,-0.005561246890092186,0.04498346196251379,0.038464427916760524,-0.057491289198606244,0.008595988538681931,0.0944625407166122,-0.035019455252918386,5,7,0,12,4,8,0,12,8,5,0,13,8,6,0,14,5,6,0,11,7,5,0,12,9,4,0,13,7,6,0,13,6,6,0,12,8,4,0,12,7,5,0,12,9,4,0,13,9,3,0,12,3,8,0,11,4,6,1,11,5,4,2,11,1,10,0,11,4,7,0,11,4,7,0,11,2,9,0,11
100663,00105200,University of Alabama at Birmingham,Birmingham,2012,11014.0,1,1,4,5,12,13,0.368,9650.0,0.9161,1000.0,9714.0,9714.0,4175.0,4175.0,1,0.58,0.42,0.7223,1107.0,24.0,0.7991,0.4815,6798.0,15462.0,0.5937,0.2654,0.0246,0.0474,2,0.014741109268472385,-0.007868628121792787,0.011073663938372613,0.0,0.0,0.0,0.014987933443414203,0.07911250560286875,0.08524904214559381,0.08459595959595956,-0.0038590604026844666,-0.011177347242921076,0.11818181818181817,0.06278026905829592,4,8,0,12,5,7,0,12,4,8,0,12,2,10,0,12,3,9,0,12,5,6,0,11,7,5,0,12,5,7,0,12,5,7,0,12,6,5,0,11,7,4,0,11,5,6,0,11,4,7,0,11,5,6,0,11,5,6,0,11,5,6,1,12,7,4,0,11,9,2,0,11,7,3,0,10,4,3,2,9
100751,00105100,The University of Alabama,Tuscaloosa,2012,27364.0,1,1,4,5,12,13,0.2247,9362.0,0.7228,1100.0,12450.0,12450.0,3967.0,3967.0,1,0.5368,0.4632,0.5308,1172.0,26.0,0.8537,0.6655,9200.0,22950.0,0.7939,0.1185,0.0282,0.011,2,0.06836372154765158,0.008453879391320696,-0.009621552277100709,0.2193889271766598,0.012089810017271052,0.0,-0.01249277038750729,0.01155190758473923,0.06976744186046502,0.047945205479452024,-0.010593220338983023,-0.0550239234449762,0.16049382716049387,-0.017857142857142905,10,3,0,13,14,0,0,14,12,2,0,14,2,6,0,8,0,7,0,7,0,2,0,2,6,6,0,12,4,9,0,13,10,3,0,13,7,5,0,12,3,8,0,11,10,3,0,13,7,5,0,12,4,7,0,11,10,3,0,13,8,3,0,11,12,1,0,13,1,12,0,13,13,0,0,13,11,1,0,12
100858,00100900,Auburn University,Auburn,2012,20137.0,1,1,4,5,13,13,0.1754,9177.0,0.8802,1100.0,10606.0,10606.0,2636.0,2636.0,1,0.4919,0.5081,0.7723,1217.0,27.0,0.9001,0.6827,9446.0,25190.0,0.8539,0.0717,0.0283,0.0197,2,-0.014631043256997489,0.00408246580934879,-0.003920799843167955,0.10328571428571443,0.010797342192691017,0.0,0.013740286068250951,0.03002414001206999,0.08599678086916529,0.08241663801993804,-0.0016368525663509326,-0.03499327052489909,0.0,0.07650273224043702,14,0,0,14,8,5,0,13,5,7,0,12,9,4,0,13,11,2,0,13,9,3,0,12,13,0,0,13,8,5,0,13,9,4,0,13,7,5,0,12,9,4,0,13,5,6,0,11,3,8,0,11,10,3,0,13,8,4,0,12,8,4,0,12,9,1,1,11,11,0,0,11,5,5,1,11,5,6,0,11
102094,00105700,University of South Alabama,Mobile,2012,11054.0,1,1,4,5,12,13,0.3667,7021.0,0.9966,1200.0,7150.0,8114.0,4002.0,4002.0,1,0.5602,0.4398,0.8719,1047.0,23.0,0.6583,0.3683,6660.0,13020.0,0.6449,0.2174,0.0251,0.0328,2,-0.030605980882223993,0.0008933357155620492,-0.0011355893708835385,-0.0008022003208801864,0.019474196689386547,0.045454545454545414,0.006267196575970635,-0.03662045513994239,0.07350096711798848,0.07532210109018833,0.017192429022081956,0.04418828049951973,0.08189655172413812,0.07540983606557394,10,0,0,10,7,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102368,00104700,Troy University,Troy,2012,17765.0,1,4,4,5,33,13,0.4814,6210.0,0.4747,1090.0,6226.0,5095.0,3501.0,5477.0,1,0.6262,0.3738,0.6229,990.0,21.0,0.7228,0.3445,6844.0,12820.0,0.4771,0.3868,0.0288,0.0083,2,-0.12878230591927808,-0.0038180082723513475,0.00646203554119551,-0.12844550160906676,0.020618556701030855,0.0,-0.018601493550577164,0.08333333333333326,0.06737367436057395,0.06372386325921009,0.04673102237823623,-0.04352126607319484,-0.040000000000000036,0.012195121951219523,8,5,0,13,9,4,0,13,8,5,0,13,8,4,0,12,8,5,0,13,4,7,0,11,7,5,0,12,6,6,0,12,4,8,0,12,7,4,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104151,00108100,Arizona State University Campus Immersion,Tempe,2012,59183.0,1,1,4,6,12,13,0.4065,9620.0,0.905,1020.0,9094.0,8788.0,3163.0,4387.0,2,0.5032,0.4968,0.8891,1105.0,24.0,0.7995,0.5683,9724.0,22977.0,0.5988,0.0506,0.1937,0.0582,2,0.017169668637426083,-0.0029720626114524418,0.0030284675953966556,0.02620036934441372,0.005459508644221955,0.0,-0.04262962519458746,-0.011136244997389855,0.0004115226337448874,0.029481607598906834,-0.020287958115183247,-0.025048169556840083,0.03472222222222232,0.012173913043478146,6,6,0,12,4,8,0,12,5,7,0,12,10,3,0,13,7,6,0,13,7,5,0,12,9,3,0,12,5,7,0,12,8,6,0,14,4,7,0,11,6,6,0,12,6,6,0,12,5,6,0,11,9,3,0,12,11,1,0,12,6,5,0,11,3,8,0,11,6,5,0,11,6,5,0,11,6,5,0,11
104179,00108300,University of Arizona,Tucson,2012,31217.0,1,1,4,6,11,13,0.336,10124.0,0.7346,1000.0,9714.0,11490.0,3980.0,7270.0,2,0.5238,0.4762,0.7139,1099.0,24.0,0.8015,0.6128,10035.0,26231.0,0.5656,0.0324,0.2302,0.0556,2,0.025357201510921357,0.0,0.0,-0.05268046709129526,-0.0027223230490017736,0.0,0.0380779691749773,-0.0014665145836728621,0.0,0.028908762846159952,-0.03744043567052424,0.0,0.06034085674804235,-0.015929203539823078,7,6,0,13,8,5,0,13,8,5,0,13,5,7,0,12,6,6,0,12,3,8,0,11,3,8,0,11,2,10,0,12,4,8,0,12,5,6,0,11,5,6,0,11,6,6,0,12,12,1,0,13,7,5,0,12,5,6,0,11,6,5,0,11,8,4,0,12,10,2,0,12,6,5,1,12,4,7,0,11
106397,00110800,University of Arkansas,Fayetteville,2012,19978.0,1,1,4,5,13,13,0.2543,8827.0,0.9205,1278.0,8672.0,8672.0,3968.0,3968.0,1,0.5,0.5,0.6347,1157.0,26.0,0.8122,0.6035,7554.0,18434.0,0.7936,0.0502,0.0573,0.0259,2,0.07310522640597306,0.022076860179885527,-0.02114330462020364,0.042200328407224985,0.0,0.0,-0.026955792500299447,0.022534733988478717,0.05296905492054638,0.047029421788026715,-0.010226989274133236,0.0,0.1279527559055118,0.015686274509803866,10,3,0,13,8,5,0,13,5,7,0,12,8,5,0,13,10,4,0,14,4,7,0,11,5,6,0,11,9,4,0,13,9,5,0,14,7,5,0,12,6,6,0,12,8,4,0,12,9,3,0,12,4,7,0,11,4,7,0,11,8,5,0,13,4,7,0,11,6,4,1,11,3,7,1,11,6,6,0,12
106458,00109000,Arkansas State University,Jonesboro,2012,9496.0,1,3,4,5,13,13,0.4756,6550.0,0.8118,1000.0,7202.0,17775.0,3917.0,3517.0,1,0.5722,0.4278,0.7056,1049.0,23.0,0.7041,0.3954,7180.0,12610.0,0.7119,0.1593,0.0204,0.0071,2,0.0043363299841354674,-0.014128187456926233,0.019542421353670347,0.11557312252964436,-0.016869728209934376,0.0,-0.012343947257679955,0.030492572322126543,0.03547735794635121,0.030397123713024943,0.008928571428571397,-0.03278688524590179,0.06806282722513113,0.09230769230769242,4,8,0,12,4,8,0,12,6,6,0,12,5,7,0,12,6,6,0,12,6,6,0,12,3,8,0,11,5,7,0,12,6,7,0,13,2,9,0,11,1,10,0,11,4,7,0,11,4,8,0,12,2,9,0,11,4,7,0,11,6,5,0,11,1,10,0,11,2,8,1,11,2,9,0,11,1,10,0,11
110556,00114700,California State University-Fresno,Fresno,2012,19371.0,1,1,4,8,11,13,0.531,8072.0,0.5375,1262.0,10192.0,10672.0,3074.0,3762.0,2,0.5689,0.4311,0.6041,920.0,19.0,0.8339,0.4806,6228.0,17886.0,0.273,0.0449,0.4044,0.1547,2,0.03125,0.0014082027812003517,-0.001852280620514013,0.08048649615453396,-0.011815252416756183,0.0,-0.029671864091226574,-0.028109201213346702,-0.005588376177550702,0.026574068759685376,-0.07676699357456884,-0.052742616033755185,0.056426332288401326,0.017763157894736814,8,5,0,13,8,5,0,13,7,6,0,13,9,4,0,13,4,8,0,12,8,5,0,13,9,3,0,12,9,5,0,14,9,5,0,14,11,3,0,14,7,5,0,12,8,5,0,13,5,6,0,11,6,6,0,12,4,7,0,11,5,7,0,12,5,7,1,13,8,4,0,12,9,4,0,13,10,2,0,12
110565,00113700,California State University-Fullerton,Fullerton,2012,32278.0,1,1,4,8,21,13,0.3975,8457.0,0.4665,1720.0,11540.0,12213.0,4300.0,4400.0,2,0.5606,0.4394,0.4669,1014.0,22.0,0.8824,0.5115,6195.0,17853.0,0.2752,0.0241,0.3554,0.2165,2,0.05133216077128533,-0.005499379102359425,0.007105202842081049,0.03410852713178292,0.01603206412825653,0.04761904761904767,0.03860640301318252,0.0219780219780219,0.01225490196078427,0.03315972222222219,-0.048738333909436604,-0.09056603773584904,0.049306170652494874,-0.00869963369963378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,0,11,2,9,0,11
110583,00113900,California State University-Long Beach,Long Beach,2012,30918.0,1,1,4,8,11,13,0.4488,8726.0,0.5172,1666.0,11300.0,11534.0,4072.0,4100.0,2,0.5731,0.4269,0.3038,1021.0,22.0,0.8764,0.5692,6052.0,17710.0,0.234,0.0412,0.3505,0.2273,2,0.05724251128436597,-0.01325757575757569,0.01836832061068705,-0.11788617886178854,0.0,0.0,-0.010835214446952679,0.05368382080710843,-0.030128205128205132,0.017816091954022895,-0.07400079145231486,0.014778325123152802,0.06502582801580048,-0.006121556624398727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,0,11
110635,00131200,University of California-Berkeley,Berkeley,2012,25774.0,1,1,4,8,12,13,0.333,14251.0,0.7313,1213.0,15304.0,10281.0,3497.0,4121.0,1,0.5235,0.4765,0.2161,1361.0,30.0,0.9581,0.9068,12874.0,35752.0,0.2977,0.0244,0.1288,0.3608,2,-0.004288197797952531,-0.007959067652074991,0.008892652974804127,0.008399440037330841,0.008895478131949686,0.0,-0.006120331950207447,0.0020996795225991516,0.0031167212092877428,0.0011200716845878311,-0.022973416475221553,-0.10948905109489049,0.047154471544715415,-0.018231292517006725,5,7,0,12,8,5,0,13,9,4,0,13,7,6,0,13,10,3,0,13,8,4,0,12,10,2,0,12,8,6,0,14,7,5,0,12,1,10,0,11,3,8,0,11,3,8,0,11,5,6,0,11,3,8,0,11,6,6,0,12,3,8,0,11,4,7,0,11,9,4,0,13,4,7,0,11,10,2,0,12
110662,00131500,University of California-Los Angeles,Los Angeles,2012,27941.0,1,1,4,8,11,13,0.3617,14691.0,0.7379,1521.0,14232.0,10336.0,3487.0,4375.0,1,0.5484,0.4516,0.2711,1289.0,28.0,0.9643,0.9151,12692.0,35570.0,0.2968,0.0287,0.1752,0.3235,2,0.02728041472112941,0.00036483035388545915,-0.0004426737494466204,0.061472200469851135,0.0,0.0,-0.0051583617043227115,0.017229879946643045,0.00047296232066851296,0.00016870993139139756,-0.06165033196332603,-0.13030303030303036,0.042236763831053015,-0.0465664603595638,4,8,0,12,7,6,0,13,4,8,0,12,6,7,0,13,7,6,0,13,10,2,0,12,6,6,0,12,6,7,0,13,8,5,0,13,7,4,0,11,6,6,0,12,4,7,0,11,10,2,0,12,10,2,0,12,5,6,0,11,7,5,0,12,5,6,0,11,8,4,0,12,6,5,0,11,9,3,0,12
120883,00132900,University of the Pacific,Stockton,2012,3854.0,1,1,4,8,11,13,0.4185,9894.0,0.5477,1665.0,12038.0,10962.0,3168.0,4158.0,1,0.5322,0.4678,0.3778,1199.0,26.0,0.8301,0.5794,38320.0,38320.0,0.3355,0.0304,0.1886,0.3184,2,-0.004648760330578483,-0.03306686046511631,0.04048042704626331,0.05412946428571441,0.012668918918918859,0.0,-0.019026234932639996,-0.03802091980740485,0.05593827500688886,0.05593827500688886,-0.06467800390298295,-0.18279569892473113,0.32536893886155993,0.0334307043167803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,0,11,6,5,0,11,3,8,0,11,3,8,0,11,5,7,0,12
